,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in
9122, BMW 1 Series 1.6 116i Sport Sports Hatch 5dr Petrol Manual …     ,"£8,495",2014,Hatchback,"50,000",1.6L,136BHP,Manual,Petrol
9123," Toyota RAV4 2.2 D-4D Icon SUV 5dr Diesel Manual 4WD (149 g/km, …     ","£8,995",2013,SUV,"60,000",2.2L,150BHP,Manual,Diesel
9127, Audi A1 1.6 TDI SE Sportback (s/s) 5dr     ,"£10,900",2016,Hatchback,"23,503",1.6L,116PS,Manual,Diesel
9128, Toyota Verso 1.6L Icon D-4D     ,"£10,950",2016,MPV,"31,306",1.6L,110BHP,Manual,Diesel
9129, SKODA Superb 1.6L SE Business Greenline TDI 5dr     ,"£10,950",2016,Estate,"58,229",1.6L,118BHP,Manual,Diesel
9130, Nissan Juke 1.6L Tekna 5dr     ,"£11,000",2017,SUV,"36,159",1.6L,115BHP,Automatic,Petrol
9131, Hyundai i30 1L SE Nav Blue Drive T-GDi 5dr     ,"£11,000",2018,Hatchback,"18,049",1.0L,118BHP,Manual,Petrol
9132, MINI Paceman 1.6L John Cooper Works 3dr     ,"£11,050",2014,SUV,"35,079",1.6L,190BHP,Manual,Petrol
9133, Fiat 500 1.2L S 8V 3dr     ,"£11,050",2019,Hatchback,"5,003",1.2L,69BHP,Automatic,Petrol
9134, Ford Focus 1L ST-Line EcoBoost T 5dr     ,"£11,050",2017,Hatchback,"21,099",1.0L,123BHP,Manual,Petrol
9135, Honda Jazz 1.3L EX i-VTEC 5dr     ,"£11,050",2016,Hatchback,"18,911",1.3L,101BHP,Automatic,Petrol
9136, Vauxhall Zafira Tourer 1.4L SRi i Turbo 5dr     ,"£11,100",2016,MPV,"8,758",1.4L,138BHP,Manual,Petrol
9140, MINI Convertible 1.6 Cooper D Highgate 2dr     ,"£7,695",2013,Convertible,"45,000",1.6L,112BHP,Manual,Diesel
9141, SEAT Leon 1.6 TDI SE (Tech Pack) ST DSG (s/s) 5dr     ,"£7,695",2015,Estate,"60,000",1.6L,108BHP,Automatic,Diesel
9142, Citroen C1 1.2 PureTech Flair Airscape 5dr (EU6)     ,"£7,995",2017,Convertible,"5,200",1.2L,82PS,Manual,Petrol
9143, MINI Countryman 2.0 Cooper SD 5dr     ,"£7,995",2012,SUV,"65,069",2.0L,143BHP,Manual,Diesel
9144, Hyundai i10 1.0 SE Hatchback 5dr Petrol (67 ps)     ,"£7,995",2018,Hatchback,"2,000",1.0L,67PS,Manual,Petrol
9145, Ford Focus 1.5 TDCi Titanium (s/s) 5dr     ,"£8,495",2015,Hatchback,"51,275",1.5L,120PS,Manual,Diesel
9146, Volkswagen Polo 1.0 BlueMotion Tech SE (s/s) 5dr     ,"£8,495",2016,Hatchback,"24,124",1.0L,74BHP,Manual,Petrol
9147, Audi A4 Avant 2.0 TDI SE Technik Avant 5dr     ,"£8,695",2014,Estate,"94,000",2.0L,134BHP,Manual,Diesel
9148, Nissan Qashqai 1.5 dCi Acenta Premium 5dr     ,"£8,995",2014,SUV,"46,000",1.5L,114BHP,Manual,Diesel
9149, Vauxhall Insignia 1.6 CDTi ecoFLEX Elite Sport Tourer (s/s) 5dr     ,"£8,995",2016,Estate,"42,000",1.6L,134BHP,Manual,Diesel
9153, Toyota C-Hr Hatchback 1.8 Hybrid Dynamic 5dr CVT     ,"£23,695",2018,SUV,"19,500",1.8L,122PS,Automatic,Hybrid
9154, Toyota Corolla Hatchback 2.0 VVT-i Hybrid Design 5dr CVT     ,"£23,995",2019,Hatchback,"9,580",1.8L,122PS,Automatic,Hybrid
9155, Nissan Qashqai 1.3 DIG-T n-tec (s/s) 5dr     ,"
RRP
£27,050
",SUV,Manual,Petrol,year,road,tax,included
9156, Nissan Qashqai 1.5 dCi Tekna DCT Auto (s/s) 5dr     ,"
RRP
£30,195
",SUV,Automatic,Diesel,year,road,tax,included
9157, Toyota C-Hr Hatchback 1.8 Hybrid Excel 5dr CVT [Leather]     ,"£24,495",2019,SUV,"10,600",1.8L,122PS,Automatic,Hybrid
9158, Toyota C-Hr Hatchback 1.8 Hybrid Excel 5dr CVT [Leather]     ,"£24,995",2019,SUV,"3,917",1.8L,122PS,Automatic,Hybrid
9159, Toyota C-Hr Hatchback 1.8 Hybrid Dynamic 5dr CVT     ,"£24,995",2019,SUV,"9,330",1.8L,122PS,Automatic,Hybrid
9160, Nissan X-Trail DC150 N-CONNECTA 2W MT 7 1.8 5dr     ,"
RRP
£31,170
",SUV,Manual,Diesel,year,road,tax,included
9161, Toyota C-Hr Hatchback 1.8 Hybrid Excel 5dr CVT [Leather]     ,"£25,295",2019,SUV,"4,938",1.8L,122PS,Automatic,Hybrid
9162, Nissan X-Trail DG160 N-CONNECTA DCT 7 1.3 5dr     ,"
RRP
£30,665
",SUV,Automatic,Petrol,year,road,tax,included
9166, Peugeot 308 1.6 THP GTi 270 by PS (s/s) 5dr     ,"£14,489",2017,Hatchback,"37,000",1.6L,270BHP,Manual,Petrol
9167, Nissan Juke 1.6 Bose Personal Edition XTRON 5dr     ,"£14,495",2019,SUV,"9,728",1.6L,112PS,Automatic,Petrol
9168, Nissan Qashqai 1.2 DIG-T Tekna 5dr     ,"£14,495",2017,SUV,"22,260",1.2L,113BHP,Manual,Petrol
9169, Nissan Qashqai 1.2 DIG-T Tekna Xtronic CVT 5dr     ,"£14,495",2016,SUV,"20,208",1.2L,113BHP,Automatic,Petrol
9170, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,"£14,889",2019,Hatchback,"4,427",1.5L,131PS,Manual,Diesel
9171, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,"£14,989",2019,Hatchback,"7,452",1.5L,131PS,Manual,Diesel
9172, Nissan Qashqai 1.6 DIG-T Tekna 5dr     ,"£14,995",2017,SUV,"20,590",1.6L,161BHP,Manual,Petrol
9173, Nissan Qashqai 1.2 DIG-T Tekna (s/s) 5dr     ,"£14,995",2017,SUV,"21,038",1.2L,115PS,Manual,Petrol
9174, Nissan Micra 1.0 DIG-T Tekna (s/s) 5dr     ,"£14,995",2019,Hatchback,"1,324",1.0L,117PS,Manual,Petrol
9175, Nissan Qashqai 1.5 dCi Tekna (s/s) 5dr     ,"£15,000",2018,SUV,"35,080",1.5L,110PS,Manual,Diesel
9179, Audi Q3 2.0 TFSI SE quattro 5dr     ,"£11,995",2013,SUV,"57,576",2.0L,168BHP,Manual,Petrol
9180, Audi A5 2.0 TDI Black Edition 2dr     ,"£12,995",2013,Coupe,"49,385",2.0L,175BHP,Manual,Diesel
9181, Mercedes-Benz Cla Class 1.6 CLA180 Sport 4dr     ,"£13,695",2013,Coupe,"22,195",1.6L,122BHP,Manual,Petrol
9182, BMW 4 Series 2.0 420d Sport xDrive 2dr     ,"£14,695",2015,Coupe,"42,752",2.0L,184BHP,Automatic,Diesel
9183, Honda Cr-V 1.6 i-DTEC SR Auto 4WD 5dr     ,"£14,795",2015,SUV,"36,289",1.6L,160PS,Automatic,Diesel
9184, BMW 3 Series 2.0 320d BluePerformance M Sport Auto (s/s) 4dr     ,"£14,995",2015,Saloon,"37,466",2.0L,190PS,Automatic,Diesel
9185, Ford KA 1.2 Zetec 3dr [Start Stop]     ,"£5,000",,,,,,,
9186, Ford C-Max 1.6 TDCi Zetec 5dr     ,"£5,695",2013,MPV,"57,815",1.6L,113BHP,Manual,Diesel
9187, Vauxhall Viva 1.0i SE 5dr (a/c)     ,"£5,995",2017,Hatchback,"22,696",1.0L,75PS,Manual,Petrol
9188, Mazda 2 1.3 Black Edition 5dr     ,"£6,000",2015,Hatchback,"37,213",1.3L,74BHP,Manual,Petrol
9192, Ford Kuga TITANIUM EDITION 2.0TDCi 150ps 5dr     ,"£19,995",2019,SUV,"12,200",2.0L,150PS,Manual,Diesel
9193, Ford Kuga ST-LINE X EcoBoost 180ps Powershift AWD 1.5 5dr     ,"£19,995",2018,SUV,"12,000",1.5L,182PS,Automatic,Petrol
9194, Ford Kuga TITANIUM X EDITION 2.0TDCi 5dr     ,"£21,995",2019,SUV,"5,250",2.0L,150PS,Manual,Diesel
9195, Peugeot Traveller 2.0 BlueHDi Allure EAT6 5dr (Compact)     ,"£21,995",2017,MPV,"17,000",2.0L,177PS,Automatic,Diesel
9196, Ford Galaxy TITANIUM 2.0TDCI 180ps 5dr     ,"£21,995",2018,MPV,"14,250",2.0L,180PS,Manual,Diesel
9197, Citroen Dispatch 2.0 Enterprise Plus M 1400 6dr     ,"£23,394",2019,Combi,Van,miles,2.0L,150PS,Manual
9198, Peugeot 5008 2.0 BlueHDi GT Line (s/s) 5dr     ,"£23,795",2018,SUV,"16,805",2.0L,150PS,Manual,Diesel
9199, Peugeot 5008 1.6 BlueHDi GT Line (s/s) 5dr     ,"£23,895",2018,SUV,"6,616",1.6L,120PS,Manual,Diesel
9201, Peugeot 3008 1.2 PureTech Allure (s/s) 5dr     ,"£24,995",2019,SUV,3,1.2L,131PS,Manual,Petrol
9205, Land Rover Range Rover Velar P300 R-Dynamic HSE 2.0 5dr     ,"£45,990",2018,SUV,"8,000",2.0L,300PS,Automatic,Petrol
9206, BMW X5 Series X5 xDrive30d M Sport 3.0 5dr     ,"£46,480",2019,SUV,"5,672",3.0L,265PS,Automatic,Diesel
9207, Land Rover Discovery 3.0 SDV6 (306hp) HSE 5dr     ,"£46,490",2019,SUV,"7,500",3.0L,306PS,Automatic,Diesel
9208, BMW 7 Series 730d xDrive M Sport Saloon 3.0 4dr     ,"£46,980",2019,Saloon,"5,381",3.0L,265PS,Automatic,Diesel
9209, Land Rover Range Rover 3.0 TDV6 (258hp) Vogue 5dr     ,"£46,990",2017,SUV,"21,501",3.0L,258PS,Automatic,Diesel
9210, Land Rover Range Rover Evoque 2.0D R-Dynamic SE Auto 4WD (s/s) …     ,"
RRP
£50,600
",SUV,Automatic,Diesel,year,road,tax,included
9211, Land Rover Discovery 2.0 Si4 (300hp) HSE 5dr     ,"£47,980",2019,SUV,"9,300",2.0L,300PS,Automatic,Petrol
9212, BMW 7 Series 740i M Sport Saloon 3.0 4dr     ,"£47,980",2019,Saloon,339,3.0L,340PS,Automatic,Petrol
9214, Land Rover Range Rover Sport 3.0 SDV6 (306hp) HSE 5dr     ,"£51,990",2018,SUV,"3,000",3.0L,306PS,Automatic,Diesel
9217, Vauxhall Astra 2.0 CDTi 16V ecoFLEX SRi 5dr     ,"£6,200",2015,Hatchback,"50,074",2.0L,165PS,Manual,Diesel
9218, Citroen C3 1.2 PureTech 82 Flair 5dr     ,"£13,000",2020,Hatchback,2,1.2L,83PS,Manual,Petrol
9219, Citroen C3 1.2 PureTech 82 Flair 5dr     ,"£13,000",2020,Hatchback,10,1.2L,83PS,Manual,Petrol
9222, Hyundai Santa Fe 2.2 CRDi Premium 5dr [5 Seats]     ,"£13,000",2015,SUV,"47,753",2.2L,194BHP,Manual,Diesel
9223, Citroen C3 1.2 PureTech 82 Flair 5dr     ,"£13,000",2019,Hatchback,4,1.2L,83PS,Manual,Petrol
9224, Honda Hr-V 1.6 i-DTEC EX 5dr     ,"£13,300",2016,SUV,"41,386",1.6L,120PS,Manual,Diesel
9225, Citroen C3 1.2 PureTech 82 Flair 5dr     ,"£13,500",2020,Hatchback,3,1.2L,83PS,Manual,Petrol
9229, BMW X1 DIESEL ESTATE xDrive 25d M Sport 5dr Step Auto 2.0     ,"£14,800",2016,SUV,"66,521",2.0L,231BHP,Automatic,Diesel
9231, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£35,990",2016,SUV,"34,000",3.0L,306BHP,Automatic,Diesel
9232, BMW X6 3.0 40d M Sport Auto xDrive (s/s) 5dr     ,"£35,990",2018,SUV,"19,000",3.0L,313PS,Automatic,Diesel
9233, Land Rover Range Rover Sport 3.0 SD V6 HSE Dynamic …     ,"£36,990",2016,SUV,"37,000",3.0L,302BHP,Automatic,Diesel
9234, Land Rover Range Rover Sport 3.0 SD V6 Autobiography Dynamic …     ,"£36,990",2016,SUV,"43,000",3.0L,306BHP,Automatic,Diesel
9235, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£36,990",2017,SUV,"39,000",3.0L,288BHP,Automatic,Diesel
9236, Land Rover Range Rover Sport 3.0 SD V6 HSE CommandShift 2 4X4 …     ,"£37,990",2017,SUV,"34,000",3.0L,302BHP,Automatic,Diesel
9237, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£37,990",2017,SUV,"33,000",3.0L,288BHP,Automatic,Diesel
9238, Land Rover Range Rover 3.0 TD V6 Vogue SE Auto 4WD (s/s) 5dr     ,"£39,990",2016,SUV,"32,000",3.0L,258PS,Automatic,Diesel
9239, Land Rover Range Rover Sport 3.0 SD V6 Autobiography Dynamic …     ,"£41,990",2017,SUV,"34,000",3.0L,302BHP,Automatic,Diesel
9240, Land Rover Range Rover 3.0 TD V6 Vogue Auto 4WD (s/s) 5dr     ,"£61,990",2018,SUV,"14,000",3.0L,258PS,Automatic,Diesel
9244, Mercedes-Benz B Class 1.8 B200 CDI BlueEFFICIENCY Sport …     ,"£8,995",2012,Hatchback,"50,000",1.8L,136BHP,Automatic,Diesel
9245, Volkswagen UP! 2016 1.0 60PS Move up! 3Dr     ,"£9,290",2019,Hatchback,735,1.0L,60PS,Manual,Petrol
9246, Volkswagen Golf 1.6 TDI 105 SE 5dr DSG     ,"£9,490",,,,,,,
9247, Volkswagen Polo 1.2 TSI Match 90PS 5Dr     ,"£9,793",2016,Hatchback,"26,997",1.2L,89BHP,Manual,Petrol
9248, Nissan Qashqai 1.2 DIG-T Tekna SUV 5dr Petrol Manual (129 …     ,"£9,995",2014,SUV,"50,000",1.2L,113BHP,Manual,Petrol
9249," Audi Q3 2.0 TDI SE SUV 5dr Diesel Manual (135 g/km, 138 bhp)     ","£9,995",2012,SUV,"50,000",2.0L,138BHP,Manual,Diesel
9250, Volkswagen Golf 2.0 TDI GTD Hatchback 5dr Diesel Manual (109 …     ,"£9,995",2013,Hatchback,"102,996",2.0L,181BHP,Manual,Diesel
9251, BMW 2 Series 2.0 218d SE Auto (s/s) 2dr     ,"£9,995",2015,Coupe,"40,000",2.0L,141BHP,Automatic,Diesel
9252, Jaguar XE 2.0d Prestige Saloon 4dr Diesel Auto (s/s) (180 ps)     ,"£9,995",2015,Saloon,"90,000",2.0L,180PS,Automatic,Diesel
9253, Volkswagen Polo 1.2 TSI 90PS New Match 5dr HB     ,"£10,495",2016,Hatchback,"6,972",1.2L,89BHP,Manual,Petrol
9257, Volkswagen Beetle 2L Black TSI Turbo 3dr     ,"£11,100",2014,Hatchback,"35,196",2.0L,207BHP,Manual,Petrol
9258, Peugeot 208 1.2L Tech Edition PureTech 5dr     ,"£11,100",2019,Hatchback,"1,956",1.2L,81BHP,Manual,Petrol
9259, SKODA Octavia 1.4L SE L TSi 5dr     ,"£11,200",2017,Hatchback,"32,453",1.4L,148BHP,Manual,Petrol
9260, Vauxhall Crossland X 1.2L SE 5dr     ,"£11,200",2018,SUV,855,1.2L,80BHP,Manual,Petrol
9261, Nissan Qashqai 1.5 dCi N-Connecta 5dr     ,"£11,250",2016,SUV,"34,761",1.5L,114BHP,Manual,Diesel
9262, KIA Picanto 1.2L GT-Line S 5dr     ,"£11,250",2018,Hatchback,"2,458",1.25L,83BHP,Manual,Petrol
9263, Audi Q3 2L SE TDI 5dr     ,"£11,300",2015,SUV,"73,678",2.0L,148BHP,Manual,Diesel
9264, Vauxhall Meriva 1.4L 5dr     ,"£11,300",2016,SUV,"17,994",1.4L,90BHP,Automatic,Petrol
9265, Ford Focus 1L Zetec S EcoBoost T 5dr     ,"£11,300",2016,Hatchback,"4,202",1.0L,123BHP,Manual,Petrol
9266, MINI Clubman 2L Cooper D     ,"£11,350",2016,Estate,"38,895",2.0L,150BHP,Manual,Diesel
9270, Mercedes-Benz M Class 3.0 ML350 CDI BlueEFFICIENCY SE SUV 5dr …     ,"£8,995",2009,SUV,"86,000",3.0L,221BHP,Automatic,Diesel
9271, Hyundai ix35 2.0 CRDi SE 4WD 5dr (Nav)     ,"£8,995",2014,SUV,"55,000",2.0L,134BHP,Manual,Diesel
9272, Honda Jazz 1.3 i-VTEC EX Navi CVT (s/s) 5dr     ,"£9,995",2016,Hatchback,"34,000",1.3L,102PS,Automatic,Petrol
9273, Peugeot 308 SW 1.5 BlueHDi Active (s/s) 5dr     ,"£9,995",2018,Estate,"35,000",1.5L,131PS,Manual,Diesel
9274, DS Automobiles DS 3 1.2 PureTech Givenchy Le Makeup Hatchback …     ,"£9,995",2017,Hatchback,"19,705",1.2L,110PS,Manual,Petrol
9275, Peugeot 308 SW 1.6 BlueHDi Active Estate 5dr Diesel EAT (s/s) …     ,"£10,295",2018,Estate,"26,935",1.6L,120PS,Automatic,Diesel
9276," SKODA Octavia 2.0 TDI SE L Estate 5dr Diesel Manual (106 g/km, …     ","£10,495",2016,Estate,"54,931",2.0L,148BHP,Manual,Diesel
9277, Audi A4 Avant 2.0 TDI S line 5dr     ,"£10,495",2013,Estate,"59,000",2.0L,141BHP,Manual,Diesel
9278, Mercedes-Benz E Class 2.1 E300 BlueTEC Auto (s/s) 4dr (16in …     ,"£10,495",2013,Saloon,"67,000",2.1L,201BHP,Automatic,Hybrid
9279, Ford Fiesta 1.6 EcoBoost ST-2 3dr     ,"£10,995",2016,Hatchback,"29,000",1.6L,180BHP,Manual,Petrol
9283, Nissan X-Trail DCI150 N-CONNECTA 4W MT 7 1.8 5dr     ,"
RRP
£33,070
",,,,,,,
9284, Audi A1 Sport 1.6 TDI 116 PS 5 speed 3dr     ,"£8,995",2015,Hatchback,"47,200",1.6L,116PS,Manual,Diesel
9285, Audi A1 Sport 1.4 TFSI 119 g 122 PS S tronic 3dr     ,"£9,995",2014,Hatchback,"33,950",1.4L,120BHP,Automatic,Petrol
9286, Audi A1 Sportback Sport 1.6 TDI 116 PS 5 speed 5dr     ,"£10,495",2016,Hatchback,"25,900",1.6L,116PS,Manual,Diesel
9287, Audi A1 Sport 1.4 TFSI 125 PS 6-speed 3dr     ,"£10,995",2016,Hatchback,"34,000",1.4L,125PS,Manual,Petrol
9288, Audi A1 Sport 1.4 TFSI 125 PS 6-speed 3dr     ,"£10,995",2016,Hatchback,"43,000",1.4L,125PS,Manual,Petrol
9289, Audi A1 Sport 1.0 TFSI 95 PS 5-speed 3dr     ,"£10,995",2017,Hatchback,"22,611",1.0L,95PS,Manual,Petrol
9290, Audi A1 Sport 1.4 TFSI 125 PS 6 speed 3dr     ,"£11,495",2016,Hatchback,"21,100",1.4L,125PS,Manual,Petrol
9291, Audi A4 Saloon Sport 1.4 TFSI 150 PS 6-speed 4dr     ,"£11,995",2016,Saloon,"43,300",1.4L,150PS,Manual,Petrol
9292, Audi A1 Sportback Sport 1.4 TFSI 125 PS 6 speed 5dr     ,"£11,995",2015,Hatchback,"14,400",1.4L,125PS,Manual,Petrol
9296, Peugeot 3008 1.6 BlueHDi Active (s/s) 5dr     ,"£15,389",2017,SUV,"24,230",1.6L,120PS,Manual,Diesel
9297, Peugeot Rifter 1.5 BlueHDi Allure (s/s) 5dr     ,"£15,389",2019,MPV,"10,270",1.5L,129PS,Manual,Diesel
9298, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,"£15,489",2019,Hatchback,"3,249",1.5L,131PS,Manual,Diesel
9299, Peugeot 308 1.5 BlueHDi GT Line EAT (s/s) 5dr     ,"£15,689",2019,Hatchback,"9,335",1.5L,131PS,Automatic,Diesel
9300, Peugeot Rifter 1.5 BlueHDi Allure (s/s) 5dr     ,"£15,769",2019,MPV,"15,878",1.5L,129PS,Manual,Diesel
9301, Nissan Qashqai 1.6 dCi Tekna 4WD 5dr     ,"£15,800",2017,SUV,"13,455",1.6L,128BHP,Manual,Diesel
9302, Nissan Qashqai 1.5 dCi N-Connecta (s/s) 5dr     ,"£15,995",2018,SUV,"10,052",1.5L,115PS,Manual,Diesel
9303, Nissan X-Trail 1.6 dCi Tekna (s/s) 5dr     ,"£15,995",2017,SUV,"20,778",1.6L,130PS,Manual,Diesel
9304, Peugeot Rifter 1.5 BlueHDi Allure (s/s) 5dr     ,"£16,289",2019,MPV,"9,141",1.5L,129PS,Manual,Diesel
9305, Peugeot Rifter 1.2 PureTech Allure (s/s) 5dr     ,"£16,489",2019,MPV,"8,060",1.2L,110PS,Manual,Petrol
9309, Vauxhall Viva 1.0 SE 5dr [A/C]     ,"£6,000",2017,Hatchback,"22,696",1.0L,75PS,Manual,Petrol
9310, Hyundai i10 1.0 SE 5dr     ,"£6,295",2017,Hatchback,"44,013",1.0L,66PS,Manual,Petrol
9311, Hyundai i10 1.0 SE 5dr     ,"£6,500",2017,Hatchback,"38,578",1.0L,66PS,Manual,Petrol
9312, Volkswagen Passat 2.0 TDI Bluemotion Tech Highline 4dr     ,"£6,695",2012,Saloon,"64,587",2.0L,138BHP,Manual,Diesel
9313, Ford Fiesta 1.25 82 Zetec 5dr     ,"£6,795",2014,Hatchback,"36,284",1.25L,81BHP,Manual,Petrol
9314, Ford Grand C-Max 1.6 TDCi Titanium 5dr (7 Seats)     ,"£6,995",2012,MPV,"46,339",1.6L,113BHP,Manual,Diesel
9315, KIA Picanto 1.0 1 5dr     ,"£7,000",2017,Hatchback,"14,102",1.0L,67PS,Manual,Petrol
9316, KIA Picanto 1.0 1 5dr     ,"£7,295",2017,Hatchback,"2,553",1.0L,67PS,Manual,Petrol
9317, Hyundai i10 1.2 SE 5dr     ,"£7,500",2018,Hatchback,"30,397",1.2L,87PS,Manual,Petrol
9318, KIA Ceed 1.6 GDi ISG 2 5dr     ,"£8,000",2016,Hatchback,"34,620",1.6L,137PS,Manual,Petrol
9322, Peugeot 3008 1.6 PureTech Allure EAT (s/s) 5dr     ,"£24,995",2019,SUV,"10,763",1.6L,181PS,Automatic,Petrol
9323, Peugeot 3008 1.5 BlueHDi Allure EAT (s/s) 5dr     ,"£24,995",2019,SUV,"3,322",1.5L,131PS,Automatic,Diesel
9324, Peugeot 5008 1.5 BlueHDi GT Line EAT (s/s) 5dr     ,"£27,995",2019,SUV,"4,300",1.5L,131PS,Automatic,Diesel
9325, Peugeot 3008 2.0 BlueHDi GT EAT (s/s) 5dr     ,"£28,995",2019,SUV,"18,677",2.0L,177PS,Automatic,Diesel
9326, Peugeot 3008 1.5 BlueHDi GT Line Premium EAT (s/s) 5dr     ,"£28,995",2019,SUV,"2,437",1.5L,131PS,Automatic,Diesel
9327, Peugeot 3008 2.0 BlueHDi GT Line Premium EAT (s/s) 5dr     ,"£28,995",2019,SUV,"2,750",2.0L,177PS,Automatic,Diesel
9328, Vauxhall Adam Jam 1.4 3dr     ,"£4,700",2014,Hatchback,"42,000",1.4L,87PS,Manual,Petrol
9329, Ford Fiesta ZETEC 1.0 5dr     ,"£6,700",2016,Hatchback,"46,000",1.0L,79BHP,Manual,Petrol
9330, Vauxhall Corsa ENERGY 1.4 3dr     ,"£7,700",2019,Hatchback,"28,000",1.4L,75PS,Manual,Petrol
9331, Ford KA+ ZETEC 1.2 5dr     ,"£7,700",2016,Hatchback,"1,800",1.2L,85PS,Manual,Petrol
9335, Land Rover Range Rover Sport 3.0 SDV6 (306hp) HSE Dynamic 5dr     ,"£52,980",2018,SUV,"15,000",3.0L,306PS,Automatic,Diesel
9336, Land Rover Discovery 3.0     ,"£56,990",,,,,,,
9337, Land Rover Discovery 3.0 SDV6 (306hp) HSE 5dr     ,"£56,990",2019,SUV,875,3.0L,306PS,Automatic,Diesel
9338, Land Rover Range Rover Sport 5.0S V8 (550hp) SVR 5dr     ,"£58,980",2016,SUV,"28,600",5.0L,542BHP,Automatic,Petrol
9339, Land Rover Discovery 3.0 SDV6 (306hp) HSE 5dr     ,"£58,990",2020,SUV,10,3.0L,306PS,Automatic,Diesel
9340, Land Rover Discovery 3.0 SDV6 (306hp) HSE 5dr     ,"£58,990",2020,SUV,"1,500",3.0L,306PS,Automatic,Diesel
9341, Land Rover Discovery 3.0     ,"£59,490",,,,,,,
9342, Audi RS6 Avant 4.0 TFSI Performance Avant Tiptronic quattro 5dr     ,"£59,900",2017,Estate,"11,000",4.0L,605PS,Automatic,Petrol
9343, Land Rover Range Rover Velar 2.0 P250 R-Dynamic SE Auto 4WD …     ,"
RRP
£64,000
",SUV,Automatic,Petrol,year,road,tax,included
9344, Land Rover Range Rover 3.0 TDV6 (258hp) Vogue SE 5dr     ,"£59,980",2018,SUV,"8,459",3.0L,258PS,Automatic,Diesel
9348, Ford Grand Tourneo Connect 1.5 TDCi Zetec 5dr     ,"£13,500",2018,MPV,"14,573",1.5L,99BHP,Manual,Diesel
9349, Citroen C3 1.5 BlueHDi 100 Flair 5dr     ,"£13,500",2019,Hatchback,"3,907",1.5L,100PS,Manual,Diesel
9350, Citroen Grand C4 Spacetourer 1.2 PureTech 130 Touch Edition 5dr     ,"£13,500",2018,MPV,"12,472",1.2L,130PS,Manual,Petrol
9351, Citroen C3 1.2 PureTech 110 Flair 5dr [6 Speed]     ,"£13,700",2019,Hatchback,3,1.2L,110PS,Manual,Petrol
9352, Citroen C3 Aircross 1.5 BlueHDi Feel 5dr [6 speed]     ,"£14,000",,,,,,,
9353, Ford Kuga 2.0 TDCi 180 Titanium X Sport 5dr     ,"£14,300",2015,SUV,"43,717",2.0L,178BHP,Manual,Diesel
9354, Peugeot 308 1.2 PureTech 130 GT Line 5dr     ,"£14,300",2019,Hatchback,"14,258",1.2L,131PS,Manual,Petrol
9355, Hyundai Kona 1.0T GDi Blue Drive SE 5dr     ,"£14,300",2019,SUV,"6,874",1.0L,120PS,Manual,Petrol
9356, KIA Ceed 1.6 CRDi ISG 2 NAV 5dr     ,"£14,500",2019,Estate,"12,179",1.6L,116PS,Manual,Diesel
9357, BMW 1 Series M135i M Performance 5dr Step Auto 3.0     ,"£14,500",2013,Hatchback,"42,786",3.0L,306BHP,Automatic,Petrol
9361, Land Rover Range Rover Sport 4.4 SD V8 Autobiography Dynamic …     ,"£63,990",2018,SUV,"10,000",4.4L,339PS,Automatic,Diesel
9362, MINI 5-Door Hatch Cooper 1.5 5dr     ,"£8,490",2014,Hatchback,"35,500",1.5L,136BHP,Manual,Petrol
9363, MINI 5-Door Hatch Cooper 1.5 5dr     ,"£8,995",2015,Hatchback,"33,724",1.5L,136BHP,Manual,Petrol
9364, MINI Cooper 3-Door Hatch 1.5 3dr     ,"£9,099",2016,Hatchback,"23,503",1.5L,136BHP,Manual,Petrol
9365, MINI Cooper 3-Door Hatch 1.5 3dr     ,"£10,190",2017,Hatchback,"6,532",1.5L,136BHP,Manual,Petrol
9366, MINI Cooper 3-Door Hatch 1.5 3dr     ,"£10,299",2017,Hatchback,"14,159",1.5L,136BHP,Manual,Petrol
9367, MINI 5-Door Hatch Cooper 1.5 5dr     ,"£11,299",2017,Hatchback,"15,863",1.5L,136BHP,Manual,Petrol
9368, MINI 5-Door Hatch Cooper S 2.0 5dr     ,"£11,699",2016,Hatchback,"31,474",2.0L,192BHP,Manual,Petrol
9369, MINI 5-Door Hatch Cooper 1.5 5dr     ,"£11,899",2016,Hatchback,"13,999",1.5L,136BHP,Manual,Petrol
9370, BMW 1 Series 116d ED Plus 5-Door 1.5 5dr     ,"£11,990",2015,Hatchback,"22,598",1.5L,116BHP,Manual,Diesel
9374," Audi Q3 2.0 TDI SE SUV 5dr Diesel S Tronic quattro (156 g/km, …     ","£11,495",2013,SUV,"70,000",2.0L,175BHP,Automatic,Diesel
9375, Audi A7 3.0 TDI S line Sportback 5dr Diesel S Tronic quattro …     ,"£11,495",2012,Hatchback,"100,000",3.0L,215BHP,Automatic,Diesel
