,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in,Car_Make
8666, Toyota Auris 1.8L Excel VVT-h 5dr     ,16150,2016,Estate,13621,1.8L,134BHP,Automatic,Hybrid,Toyota
8667, Audi A6 Avant 2.0 TDI ultra SE Executive Avant S Tronic (s/s) …     ,16200,2016,Estate,35199,2.0L,190PS,Automatic,Diesel,Audi
8668, Land Rover Range Rover Evoque 2.2L Pure SD4 5dr     ,16250,2014,SUV,35135,2.2L,190BHP,Manual,Diesel,Land
8669, Toyota Prius 1.8L VVT-h 5dr     ,16350,2016,Hatchback,48121,1.8L,97BHP,Automatic,Hybrid,Toyota
8670, Abarth 124 Spider 1.4L Scorpione MultiAir 2dr     ,16350,2017,Convertible,14329,1.4L,168BHP,Manual,Petrol,Abarth
8671, SEAT Ateca 2L XCELLENCE TDI 5dr     ,16350,2016,SUV,17752,2.0L,148BHP,Manual,Diesel,SEAT
8672, BMW 3 Series 3.0 330d M Sport Touring Auto (s/s) 5dr     ,16400,2015,Estate,46476,3.0L,258PS,Automatic,Diesel,BMW
8673, BMW 2 Series Active Tourer 1.5L SE 218i 5dr     ,16450,2019,MPV,2208,1.5L,136BHP,Manual,Petrol,BMW
8674, Audi A4 2L Sport ultra TDI 4dr     ,16450,2017,Saloon,23020,2.0L,148BHP,Manual,Diesel,Audi
8675, Hyundai Tucson 1.7 CRDi Blue Drive SE Nav (s/s) 5dr     ,12995,2017,SUV,30990,1.7L,116PS,Manual,Diesel,Hyundai
8676, Citroen Grand C4 Picasso 1.6 BlueHDi Exclusive+ EAT6 (s/s) 5dr     ,13295,2015,MPV,17000,1.6L,118BHP,Automatic,Diesel,Citroen
8677, MINI Clubman 1.5 Cooper (s/s) 6dr     ,13395,2017,Estate,22375,1.5L,136PS,Manual,Petrol,MINI
8678, Citroen C3 Aircross 1.2 PureTech Flair (s/s) 5dr     ,13495,2019,SUV,14453,1.2L,110PS,Manual,Petrol,Citroen
8679, Mercedes-Benz A Class 2.1 A200 CDI Sport 5dr     ,13495,2015,Hatchback,25200,2.1L,134BHP,Manual,Diesel,Mercedes-Benz
8680, Volkswagen Passat 2.0 TDI BlueMotion Tech GT (s/s) 5dr     ,13995,2016,Estate,44500,2.0L,150PS,Manual,Diesel,Volkswagen
8681, Citroen C4 Cactus 1.2 PureTech Flair (s/s) 5dr     ,13995,2019,Hatchback,6523,1.2L,130PS,Manual,Petrol,Citroen
8682, Citroen C3 Aircross 1.2 PureTech Flair (s/s) 5dr     ,14295,2019,SUV,6795,1.2L,110PS,Manual,Petrol,Citroen
8683, Mercedes-Benz C Class 1.6 C200d SE (s/s) 4dr     ,14995,2016,Saloon,14945,1.6L,136PS,Manual,Diesel,Mercedes-Benz
8684, Citroen Berlingo 1.5 BlueHDi Feel 5dr M     ,14995,2018,MPV,1844,1.5L,101PS,Manual,Diesel,Citroen
8685, Mitsubishi L200 2.4 DI-D DC Barbarian Auto 4WD 4dr     ,21594,2019,Pickup,26273,2.4L,178BHP,Automatic,Diesel,Mitsubishi
8686, Mercedes-Benz A Class A180D Sport Executive 4Dr Auto 1.5     ,21899,2019,Saloon,1800,1.5L,116PS,Automatic,Diesel,Mercedes-Benz
8687, Mercedes-Benz A Class A250 4Matic Amg Premium 5Dr Auto 2.0     ,21999,2017,Hatchback,15789,2.0L,218PS,Automatic,Petrol,Mercedes-Benz
8688, Mercedes-Benz A Class A200 Amg Line 5Dr 1.3     ,21999,2019,Hatchback,2779,1.3L,163PS,Manual,Petrol,Mercedes-Benz
8689, Mercedes-Benz E Class E350D Amg Line Edition 2Dr 9G-Tronic 3.0     ,22033,2017,Coupe,11398,3.0L,254BHP,Automatic,Diesel,Mercedes-Benz
8690, Mercedes-Benz C Class C200 Amg Line Premium 5Dr 9G-Tronic 1.5     ,22399,2019,Estate,5155,1.5L,198PS,Automatic,Petrol,Mercedes-Benz
8691, Mercedes-Benz Gla Class 2.1 GLA220d AMG Line (Premium Plus) …     ,22494,2017,SUV,12305,2.1L,177PS,Automatic,Diesel,Mercedes-Benz
8692, Mercedes-Benz C Class C220D 4Matic Sport Premium Plus 5Dr Auto …     ,22974,2018,Estate,9687,2.1L,170PS,Automatic,Diesel,Mercedes-Benz
8693, Mercedes-Benz B Class B200D Sport Executive 5Dr Auto 2.0     ,22974,2019,MPV,1000,2.0L,150PS,Automatic,Diesel,Mercedes-Benz
8694, Mercedes-Benz C Class C250D Amg Line Premium Plus 2Dr Auto 2.2     ,22989,2017,Coupe,25504,2.1L,204PS,Automatic,Diesel,Mercedes-Benz
8695, Ford C-Max 1.8 TDCi Zetec 5dr     ,3255,2010,MPV,71124,1.8L,113BHP,Manual,Diesel,Ford
8696, Smart Fortwo Coupe Prime Sport Premium 2dr Auto 1.0     ,9250,2017,Coupe,16952,1.0L,71PS,Automatic,Petrol,Smart
8697, Mercedes-Benz B Class B180 CDI SE 5dr Auto 1.5     ,11250,2015,MPV,49998,1.5L,109PS,Automatic,Diesel,Mercedes-Benz
8698, Mercedes-Benz A Class A180d Sport Premium 5dr Auto 1.5     ,14000,2016,Hatchback,34180,1.5L,109PS,Automatic,Diesel,Mercedes-Benz
8699, Mercedes-Benz C Class C220d Sport Premium 4dr Auto 2.2     ,15000,2015,Saloon,64295,2.1L,170PS,Automatic,Diesel,Mercedes-Benz
8700, Mercedes-Benz A Class A180 AMG Line Executive 5dr Auto 1.6     ,18250,2017,Hatchback,19000,1.6L,122PS,Automatic,Petrol,Mercedes-Benz
8701, Mercedes-Benz C Class C220d AMG Line Premium Plus 4dr Auto 2.2     ,19000,2016,Saloon,43000,2.1L,170PS,Automatic,Diesel,Mercedes-Benz
8702, Mercedes-Benz C Class C220d Sport Premium 4dr Auto 2.2     ,19000,2016,Saloon,21428,2.1L,170PS,Automatic,Diesel,Mercedes-Benz
8703, Mercedes-Benz Cla Class CLA 180 AMG Line 4dr 1.6     ,19850,2018,Coupe,15973,1.6L,122PS,Manual,Petrol,Mercedes-Benz
8704, Mercedes-Benz E Class E220d AMG Line Premium 4dr 9G-Tronic 2.0     ,21500,2017,Saloon,35290,2.0L,194PS,Automatic,Diesel,Mercedes-Benz
8705, Volvo S60 D4 Business Edition 2.0 4dr     ,9291,2016,Saloon,55341,2.0L,190PS,Manual,Diesel,Volvo
8706, Volkswagen Polo Match Edition 1.0 3dr     ,9291,2017,Hatchback,14103,1.0L,59BHP,Manual,Petrol,Volkswagen
8707, Ford Mondeo Zetec Econetic Tdci 2.0 5dr     ,9491,2015,Hatchback,42539,2.0L,150PS,Manual,Diesel,Ford
8708, Mercedes-Benz C Class C220 Bluetec Se Executive 2.2 4dr     ,9791,2015,Saloon,104337,2.1L,170PS,Manual,Diesel,Mercedes-Benz
8709, Volvo V40 T2 R-Design 2.0 5dr     ,9991,2016,Hatchback,42000,2.0L,122PS,Manual,Petrol,Volvo
8710, Toyota Auris Vvt-I Excel Tss 1.2 5dr     ,9991,2017,Hatchback,51913,1.2L,116PS,Manual,Petrol,Toyota
8711, Nissan Juke Tekna Xtronic 1.6 5dr     ,9991,2015,SUV,14201,1.6L,117PS,Automatic,Petrol,Nissan
8712, Subaru XV D Se 2.0 5dr     ,9991,2014,SUV,46694,2.0L,147PS,Manual,Diesel,Subaru
8713, Volvo V40 D2 R-Design Nav 1.6 5dr     ,10291,2015,Hatchback,22000,1.6L,115BHP,Manual,Diesel,Volvo
8714, Volkswagen Passat Se Business Tdi Bluemotion Technology 2.0 5dr     ,10291,2016,Estate,60000,2.0L,150PS,Manual,Diesel,Volkswagen
8721," Ford Focus 1.8 Zetec Hatchback 5dr Petrol Manual (169 g/km, …     ",1490,2008,Hatchback,120000,1.8L,123BHP,Manual,Petrol,Ford
8722," Ford C-Max 1.8 TDCi Zetec MPV 5dr Diesel Manual (143 g/km, 113 …     ",1850,2009,MPV,106000,1.8L,113BHP,Manual,Diesel,Ford
8723, Ford Fiesta 1.6 TDCi Titanium Hatchback 3dr Diesel Manual (110 …     ,2250,2008,Hatchback,95000,1.6L,89BHP,Manual,Diesel,Ford
8724, Renault Megane 1.4 TCe GT Line TomTom Coupe 3dr Petrol Manual …     ,2490,2011,Coupe,92000,1.4L,130BHP,Manual,Petrol,Renault
8725, KIA RIO 1.25 1 5dr     ,9000,2018,Hatchback,5390,1.25L,84PS,Manual,Petrol,KIA
8726, Renault Captur 0.9 TCE 90 Dynamique S Nav 5dr     ,9000,2016,SUV,26555,0.9L,90BHP,Manual,Petrol,Renault
8727, Fiat 500x 1.4 Multiair Cross Plus 5dr     ,9000,2015,SUV,24097,1.4L,140PS,Manual,Petrol,Fiat
8728, Abarth 595 1.4 T-Jet Competizione 3dr     ,9300,2014,Hatchback,37233,1.4L,160BHP,Manual,Petrol,Abarth
8729, KIA Sportage 1.7 CRDi ISG 1 5dr     ,9300,2016,SUV,74125,1.7L,116PS,Manual,Diesel,KIA
8730, Volkswagen Polo 1.0 Match Edition 5dr     ,9300,2017,Hatchback,31553,1.0L,59BHP,Manual,Petrol,Volkswagen
8731, Renault Kadjar 1.5 dCi Dynamique Nav 5dr     ,9500,2016,SUV,40270,1.5L,110PS,Manual,Diesel,Renault
8732, Renault Captur 0.9 TCE 90 Dynamique Nav 5dr     ,9500,2017,SUV,15554,0.9L,90BHP,Manual,Petrol,Renault
8733, Vauxhall Astra 1.4T 16V 150 SRi Vx-line Nav 5dr     ,9900,2017,Hatchback,36092,1.4L,150PS,Manual,Petrol,Vauxhall
8734, Nissan Micra 0.9 IG-T N-Connecta 5dr     ,10000,2017,Hatchback,13015,0.9L,90PS,Manual,Petrol,Nissan
8737, Mercedes-Benz CLS 3.0 CLS350 CDI Grand Edition 7G-Tronic 4dr     ,5700,2010,Coupe,109230,3.0L,272BHP,Automatic,Diesel,Mercedes-Benz
8738, Citroen C3 1.4 VTR PLUS 5d 72 BHP *JUST ARRIVED..CALL FOR …     ,2750,2010,Hatchback,64250,1.4L,72BHP,Manual,Petrol,Citroen
8739, Renault Scenic 1.6 DYNAMIQUE TOMTOM VVT 5d 110 BHP *JUST …     ,3450,2011,MPV,69978,1.6L,110BHP,Manual,Petrol,Renault
8740, Vauxhall Zafira 1.6 DESIGN 5d 113 BHP 7 SEATS..FULL SERVICE …     ,3995,2012,MPV,66500,1.6L,113BHP,Manual,Petrol,Vauxhall
8741, Mazda 2 1.3 TAKUYA 5d 74 BHP SERVICE HISTORY...TWO KEYS     ,4350,2010,Hatchback,72629,1.3L,74BHP,Manual,Petrol,Mazda
8742, Volkswagen Polo 1.2 MATCH TDI 5d 74 BHP GREAT SPEC...£30 ROAD …     ,4450,2012,Hatchback,92111,1.2L,74BHP,Manual,Diesel,Volkswagen
8743, Vauxhall Corsa 1.4 SRI 3d 98 BHP STUNNING CAR WITH FULL HISTORY     ,4750,2013,Hatchback,51200,1.4L,98BHP,Manual,Petrol,Vauxhall
8744, BMW 5 SERIES 3.0 525I SE 4d 215 BHP LOW MILES..FSH..HIGH SPEC     ,4950,2007,Saloon,69500,3.0L,215BHP,Automatic,Petrol,BMW
8745, Hyundai I10 1.0 Play 5dr     ,7995,2019,Hatchback,14006,1.0L,67PS,Manual,Petrol,Hyundai
8746, Vauxhall Insignia 1.6 CDTi SRi 5dr Auto     ,8250,2016,Hatchback,46200,1.6L,134BHP,Automatic,Diesel,Vauxhall
8747, Vauxhall Mokka X HAT 5Dr 1.4 140ps Turbo SE St/Sp     ,8350,2015,Hatchback,46818,1.4L,138BHP,Manual,Petrol,Vauxhall
8748, Vauxhall Insignia HAT 2.0CDTi 140 Elite NV eFX NW 5dr     ,8450,2015,Hatchback,41890,2.0L,138BHP,Manual,Diesel,Vauxhall
8749, Vauxhall Mokka X HAT 5Dr 1.4 140 Turbo Exclusiv S/S     ,8450,2016,Hatchback,37932,1.4L,138BHP,Manual,Petrol,Vauxhall
8751, Vauxhall Astra 5Dr 1.6T 200ps Elite NAV St/Sp     ,8695,2016,Hatchback,58392,1.6L,200PS,Manual,Petrol,Vauxhall
8752, Vauxhall Corsa 5Dr HAT 1.4 90ps SRi Vx-line     ,8750,2018,Hatchback,16026,1.4L,90PS,Manual,Petrol,Vauxhall
8754, Vauxhall Insignia HAT 1.6CDTi 136 SRi 5dr     ,8995,2016,Hatchback,16926,1.6L,134BHP,Manual,Diesel,Vauxhall
8755, Renault Grand Scenic 1.3L Iconic TCe 5dr     ,16500,2019,MPV,13105,1.3L,138BHP,Manual,Petrol,Renault
8756, Audi A5 2L S line TDI 2dr     ,16550,2016,Coupe,21071,2.0L,187BHP,Automatic,Diesel,Audi
8757, Nissan X-Trail 1.6L Tekna DIG-T 5dr     ,16600,2017,SUV,7393,1.6L,161BHP,Manual,Petrol,Nissan
8758, Volvo XC60 2.0 D4 R-Design Nav (s/s) 5dr     ,16650,2017,SUV,53429,2.0L,190BHP,Manual,Diesel,Volvo
8759, Toyota RAV4 2L Excel D-4D     ,16650,2017,SUV,29685,2.0L,141BHP,Manual,Diesel,Toyota
8760, Ford Kuga 1.5L ST-Line EcoBoost T 5dr     ,16650,2018,SUV,19964,1.5L,148BHP,Manual,Petrol,Ford
8761, SEAT Arona 1L XCELLENCE Lux TSI 5dr     ,16700,2018,SUV,5544,1.0L,113BHP,Automatic,Petrol,SEAT
8762, Honda Cr-V 1.6 i-DTEC EX 4WD (s/s) 5dr     ,16700,2016,SUV,21237,1.6L,160PS,Manual,Diesel,Honda
8763, BMW 7 Series 3L M Sport 730d 4dr     ,16750,2014,Saloon,50022,3.0L,258BHP,Automatic,Diesel,BMW
8764, Mercedes-Benz A Class 1.6 A200 AMG Line (Premium) 7G-DCT (s/s) …     ,16800,2016,Hatchback,25788,1.6L,156PS,Automatic,Petrol,Mercedes-Benz
8765, Suzuki Grand Vitara 1.9 DDiS SZ5 5dr     ,5999,2013,SUV,69883,1.9L,127BHP,Manual,Diesel,Suzuki
8766, Volkswagen UP! 1.0 Move up! 5dr     ,3995,2014,Hatchback,75000,1.0L,59BHP,Manual,Petrol,Volkswagen
8767, Jeep Wrangler 3.6 V6 JK Edition Auto 4WD 4dr     ,23250,2014,SUV,29208,3.6L,284PS,Automatic,Petrol,Jeep
8768, Ford Fiesta 1.25 Style Climate 3dr     ,1899,2008,Hatchback,79000,1.25L,74BHP,Manual,Petrol,Ford
8769, Saab 9-3 2.8 V6 Aero 2dr     ,3500,2007,Convertible,74000,2.8L,247BHP,Manual,Petrol,Saab
8770, Volkswagen Golf 1.6 TDI Match 5dr     ,5200,2012,Hatchback,78000,1.6L,103BHP,Manual,Diesel,Volkswagen
8773, Ford Mondeo 2.0 TDCi SIV LX 5dr     ,609,2006,Hatchback,140000,2.0L,128BHP,Manual,Diesel,Ford
8774, BMW 1 Series 1.6 120i Sport Auto (s/s) 5dr     ,12550,2015,Hatchback,34800,1.6L,177PS,Automatic,Petrol,BMW
8775, Mercedes-Benz A Class A180 Amg Line Executive 5Dr Auto 1.3     ,22999,2019,Hatchback,500,1.3L,136PS,Automatic,Petrol,Mercedes-Benz
8776, Mercedes-Benz E Class E220D Amg Line Premium Plus 5Dr …     ,23474,2017,Estate,29429,2.0L,194PS,Automatic,Diesel,Mercedes-Benz
8777, Mercedes-Benz A Class A180D Sport Executive 5Dr Auto 1.5     ,23499,2019,Saloon,999,1.5L,116PS,Automatic,Diesel,Mercedes-Benz
8785, Mercedes-Benz C Class C300h AMG Line Premium Plus 5dr Auto 2.2     ,22850,2016,Estate,31054,2.1L,231PS,Automatic,Hybrid,Mercedes-Benz
